timestamp,ch1_ecg_V
-0.083942,0.00003486
-0.082942,0.00004029
-0.081942,0.00001517
-0.080942,-0.00004768
-0.079942,-0.00002610
-0.078942,0.00000686
-0.077942,-0.00006470
-0.076942,-0.00002429
-0.075942,0.00001068
-0.074942,0.00001044
-0.073942,-0.00000732
-0.072942,0.00001184
-0.071942,-0.00005968
-0.070942,-0.00004549
-0.069942,0.00003610
-0.068942,-0.00000949
-0.067942,-0.00001194
-0.066942,0.00002524
-0.065942,0.00001468
-0.064942,0.00004214
-0.063942,0.00001082
-0.062942,0.00003520
-0.061942,-0.00002848
-0.060942,0.00002105
-0.059942,0.00004037
-0.058942,0.00001453
-0.057942,-0.00000715
-0.056942,-0.00004304
-0.055942,-0.00006442
-0.054942,-0.00005375
-0.053942,-0.00004306
-0.052942,0.00002722
-0.051942,0.00003119
-0.050942,0.00000261
-0.049942,-0.00002848
-0.048942,-0.00005998
-0.047942,0.00001827
-0.046942,0.00003665
-0.045942,0.00003121
-0.044942,-0.00002092
-0.043942,0.00003859
-0.042942,-0.00000432
-0.041942,0.00002100
-0.040942,-0.00001265
-0.039942,-0.00001154
-0.038942,-0.00000203
-0.037942,0.00000223
-0.036942,0.00002225
-0.035942,0.00003972
-0.034942,-0.00003346
-0.033942,-0.00003166
-0.032942,0.00002231
-0.031942,0.00002913
-0.030942,0.00003038
-0.029942,0.00002255
-0.028942,0.00002131
-0.027942,0.00003071
-0.026942,-0.00004945
-0.025942,-0.00002312
-0.024942,-0.00002547
-0.023942,-0.00000868
-0.022942,0.00003055
-0.021942,0.00000882
-0.020942,0.00003860
-0.019942,-0.00003027
-0.018942,-0.00000289
-0.017942,-0.00000603
-0.016942,0.00001876
-0.015942,0.00003619
-0.014942,0.00000773
-0.013942,-0.00004718
-0.012942,-0.00003687
-0.011942,-0.00001566
-0.010942,0.00002882
-0.009942,0.00002662
-0.008942,-0.00001294
-0.007942,-0.00003474
-0.006942,-0.00005925
-0.005942,-0.00002170
-0.004942,0.00007348
-0.003942,0.00003543
-0.002942,0.00001440
-0.001942,-0.00004377
-0.000942,0.00001738
0.000058,-0.00004989
0.001058,-0.00003690
0.002058,0.00001147
0.003058,-0.00002346
0.004058,-0.00003109
0.005058,-0.00000242
0.006058,-0.00001596
0.007058,0.00003132
0.008058,0.00002502
0.009058,-0.00000547
0.010058,-0.00002494
0.011058,0.00005130
0.012058,-0.00001097
0.013058,0.00003773
0.014058,0.00004876
0.015058,-0.00004359
-0.059270,0.00007198
-0.058270,0.00003641
-0.057270,0.00003502
-0.056270,-0.00004672
-0.055270,0.00007149
-0.054270,-0.00002639
-0.053270,0.00006922
-0.052270,-0.00001790
-0.051270,0.00000954
-0.050270,-0.00000300
-0.049270,0.00002646
-0.048270,0.00003625
-0.047270,0.00003908
-0.046270,0.00002036
-0.045270,0.00004564
-0.044270,-0.00003651
-0.043270,-0.00001405
-0.042270,0.00001626
-0.041270,0.00000025
-0.040270,-0.00002183
-0.039270,0.00000863
-0.038270,-0.00000771
-0.037270,0.00001836
-0.036270,-0.00000905
-0.035270,-0.00001589
-0.034270,0.00001236
-0.033270,0.00001568
-0.032270,-0.00003199
-0.031270,0.00000907
-0.030270,0.00001844
-0.029270,0.00002493
-0.028270,-0.00001538
-0.027270,0.00006592
-0.026270,-0.00001558
-0.025270,-0.00006295
-0.024270,-0.00000445
-0.023270,-0.00001927
-0.022270,-0.00003481
-0.021270,0.00001783
-0.020270,-0.00003200
-0.019270,0.00006748
-0.018270,0.00001574
-0.017270,0.00002280
-0.016270,-0.00000174
-0.015270,0.00000742
-0.014270,-0.00001748
-0.013270,0.00001238
-0.012270,-0.00004007
-0.011270,-0.00001419
-0.010270,-0.00003507
-0.009270,0.00000411
-0.008270,0.00001607
-0.007270,0.00000624
-0.006270,0.00002171
-0.005270,0.00000867
-0.004270,0.00001913
-0.003270,0.00000749
-0.002270,-0.00003338
-0.001270,0.00002345
-0.000270,0.00001474
0.000730,-0.00002269
0.001730,-0.00000943
0.002730,0.00000467
0.003730,0.00000755
0.004730,0.00003272
0.005730,0.00004664
0.006730,-0.00001470
0.007730,-0.00000477
0.008730,0.00002410
0.009730,-0.00001565
0.010730,-0.00007005
0.011730,0.00002656
0.012730,0.00003193
0.013730,-0.00000112
0.014730,0.00000031
0.015730,0.00000065
0.016730,0.00005983
0.017730,-0.00001218
0.018730,0.00005793
0.019730,-0.00001255
0.020730,0.00000190
0.021730,0.00002227
0.022730,-0.00002329
0.023730,0.00001934
0.024730,0.00004743
0.025730,-0.00002609
0.026730,-0.00003635
0.027730,0.00001800
0.028730,0.00002954
0.029730,-0.00001917
0.030730,0.00000907
0.031730,-0.00000529
0.032730,0.00002626
0.033730,0.00001511
0.034730,0.00002600
0.035730,-0.00000991
0.036730,-0.00003319
0.037730,0.00002965
0.038730,0.00000417
0.039730,-0.00001379
-0.029951,-0.00000060
-0.028951,-0.00000665
-0.027951,-0.00001750
-0.026951,0.00001561
-0.025951,0.00001904
-0.024951,0.00002639
-0.023951,-0.00005851
-0.022951,0.00001519
-0.021951,0.00006184
-0.020951,0.00006325
-0.019951,-0.00001911
-0.018951,-0.00000292
-0.017951,-0.00003527
-0.016951,0.00000972
-0.015951,0.00003668
-0.014951,0.00002268
-0.013951,0.00001419
-0.012951,-0.00003670
-0.011951,0.00003784
-0.010951,0.00007155
-0.009951,-0.00003180
-0.008951,0.00001144
-0.007951,0.00000745
-0.006951,-0.00001575
-0.005951,-0.00000716
-0.004951,-0.00000690
-0.003951,0.00000354
-0.002951,0.00002063
-0.001951,0.00006032
-0.000951,0.00004525
0.000049,-0.00002944
0.001049,0.00003751
0.002049,0.00006987
0.003049,0.00003473
0.004049,0.00000210
0.005049,0.00000409
0.006049,-0.00000771
0.007049,0.00005147
0.008049,0.00004024
0.009049,0.00002566
0.010049,0.00003553
0.011049,0.00001195
0.012049,0.00005853
0.013049,0.00003694
0.014049,0.00004463
0.015049,0.00003555
0.016049,-0.00001092
0.017049,0.00007309
0.018049,0.00006024
0.019049,0.00001147
0.020049,0.00009429
0.021049,0.00000116
0.022049,0.00003641
0.023049,0.00005338
0.024049,0.00004203
0.025049,0.00006547
0.026049,0.00007786
0.027049,0.00005746
0.028049,0.00005730
0.029049,0.00004037
0.030049,0.00002910
0.031049,0.00008608
0.032049,0.00001460
0.033049,0.00007851
0.034049,0.00003808
0.035049,0.00006846
0.036049,0.00006808
0.037049,0.00009013
0.038049,0.00004102
0.039049,0.00014258
0.040049,0.00008864
0.041049,0.00011114
0.042049,0.00003972
0.043049,0.00012529
0.044049,0.00003624
0.045049,0.00009546
0.046049,0.00008204
0.047049,0.00012169
0.048049,0.00007187
0.049049,0.00007849
0.050049,0.00008857
0.051049,0.00003349
0.052049,0.00006778
0.053049,0.00003992
0.054049,0.00011929
0.055049,0.00010754
0.056049,0.00013683
0.057049,0.00010361
0.058049,0.00006035
0.059049,0.00007551
0.060049,0.00005379
0.061049,0.00010354
0.062049,0.00006855
0.063049,0.00004215
0.064049,0.00012513
0.065049,0.00005811
0.066049,0.00007991
0.067049,0.00008373
0.068049,0.00006763
0.069049,0.00007229
0.003113,0.00003989
0.004113,0.00005949
0.005113,0.00006867
0.006113,0.00006702
0.007113,0.00005460
0.008113,0.00005584
0.009113,0.00007306
0.010113,0.00006212
0.011113,0.00009442
0.012113,0.00008615
0.013113,0.00010305
0.014113,0.00005393
0.015113,0.00006985
0.016113,0.00006230
0.017113,0.00002528
0.018113,0.00008442
0.019113,0.00006783
0.020113,0.00002874
0.021113,0.00003598
0.022113,0.00002701
0.023113,-0.00000327
0.024113,0.00001381
0.025113,0.00004916
0.026113,0.00001422
0.027113,0.00001570
0.028113,0.00002272
0.029113,0.00005735
0.030113,0.00000851
0.031113,0.00004799
0.032113,0.00004421
0.033113,0.00004985
0.034113,0.00003534
0.035113,0.00002073
0.036113,0.00003772
0.037113,0.00003995
0.038113,0.00006094
0.039113,0.00001278
0.040113,0.00003541
0.041113,0.00005781
0.042113,-0.00002580
0.043113,-0.00002505
0.044113,0.00001342
0.045113,-0.00001453
0.046113,0.00007267
0.047113,0.00005950
0.048113,-0.00004131
0.049113,0.00002219
0.050113,0.00005187
0.051113,0.00000738
0.052113,0.00000423
0.053113,0.00004180
0.054113,0.00001533
0.055113,0.00002917
0.056113,-0.00000253
0.057113,-0.00002252
0.058113,0.00004730
0.059113,0.00003812
0.060113,-0.00000344
0.061113,0.00000274
0.062113,-0.00005445
0.063113,0.00000532
0.064113,-0.00001916
0.065113,0.00000907
0.066113,0.00002164
0.067113,-0.00000449
0.068113,0.00002900
0.069113,0.00001757
0.070113,0.00002352
0.071113,0.00001296
0.072113,-0.00002213
0.073113,0.00000905
0.074113,0.00003605
0.075113,-0.00001263
0.076113,0.00000144
0.077113,0.00000145
0.078113,-0.00003705
0.079113,0.00002007
0.080113,-0.00002062
0.081113,-0.00001161
0.082113,0.00001240
0.083113,0.00001375
0.084113,-0.00003056
0.085113,0.00003478
0.086113,0.00001763
0.087113,0.00001080
0.088113,-0.00001825
0.089113,0.00001927
0.090113,0.00000067
0.091113,-0.00008209
0.092113,0.00002373
0.093113,0.00002103
0.094113,-0.00000072
0.095113,0.00000964
0.096113,0.00002493
0.097113,0.00003467
0.098113,0.00003224
0.099113,-0.00004177
0.100113,0.00001107
0.101113,-0.00001738
0.102113,0.00001980
0.032774,0.00000395
0.033774,-0.00003044
0.034774,-0.00004393
0.035774,-0.00000025
0.036774,-0.00002139
0.037774,0.00006111
0.038774,-0.00000690
0.039774,-0.00003636
0.040774,0.00003523
0.041774,0.00001929
0.042774,0.00002009
0.043774,-0.00000294
0.044774,-0.00000517
0.045774,0.00002302
0.046774,-0.00001033
0.047774,0.00000148
0.048774,-0.00002325
0.049774,0.00004444
0.050774,0.00003443
0.051774,-0.00003088
0.052774,-0.00002368
0.053774,-0.00000547
0.054774,0.00005778
0.055774,-0.00004557
0.056774,0.00000361
0.057774,-0.00000626
0.058774,-0.00002252
0.059774,0.00000088
0.060774,0.00003482
0.061774,0.00004990
0.062774,-0.00000051
0.063774,-0.00000028
0.064774,-0.00000379
0.065774,-0.00001139
0.066774,-0.00000522
0.067774,0.00001194
0.068774,0.00000336
0.069774,0.00001572
0.070774,-0.00002346
0.071774,0.00003726
0.072774,-0.00000764
0.073774,-0.00002392
0.074774,0.00000562
0.075774,-0.00001718
0.076774,0.00000613
0.077774,0.00000059
0.078774,0.00005841
0.079774,-0.00006723
0.080774,-0.00002806
0.081774,0.00001608
0.082774,-0.00001844
0.083774,0.00002544
0.084774,0.00002594
0.085774,0.00003336
0.086774,-0.00000478
0.087774,0.00003632
0.088774,-0.00001932
0.089774,0.00000350
0.090774,0.00000896
0.091774,-0.00003322
0.092774,0.00002513
0.093774,0.00001504
0.094774,0.00001283
0.095774,-0.00004116
0.096774,0.00001295
0.097774,0.00003369
0.098774,-0.00002247
0.099774,-0.00001278
0.100774,0.00000793
0.101774,0.00001483
0.102774,-0.00000162
0.103774,0.00001647
0.104774,0.00001144
0.105774,-0.00006518
0.106774,-0.00000159
0.107774,-0.00000067
0.108774,-0.00002539
0.109774,0.00002233
0.110774,0.00001937
0.111774,0.00003191
0.112774,0.00006489
0.113774,0.00006569
0.114774,0.00006154
0.115774,0.00009342
0.116774,0.00014375
0.117774,0.00018613
0.118774,0.00020587
0.119774,0.00031030
0.120774,0.00030997
0.121774,0.00044041
0.122774,0.00050095
0.123774,0.00061510
0.124774,0.00070616
0.125774,0.00075938
0.126774,0.00092624
0.127774,0.00096226
0.128774,0.00111225
0.129774,0.00108787
0.130774,0.00118084
0.131774,0.00119148
0.068921,0.00122284
0.069921,0.00116279
0.070921,0.00112995
0.071921,0.00102429
0.072921,0.00099286
0.073921,0.00094132
0.074921,0.00087085
0.075921,0.00078661
0.076921,0.00063340
0.077921,0.00058432
