timestamp,ch1_ecg_V
-0.016703,-0.00002538
-0.015703,-0.00000078
-0.014703,0.00000164
-0.013703,-0.00003713
-0.012703,-0.00002945
-0.011703,-0.00001958
-0.010703,-0.00007587
-0.009703,-0.00001547
-0.008703,0.00001320
-0.007703,-0.00004316
-0.006703,-0.00002670
-0.005703,-0.00004478
-0.004703,-0.00005795
-0.003703,0.00001429
-0.002703,-0.00002907
-0.001703,-0.00001968
-0.000703,-0.00001018
0.000297,0.00002586
0.001297,0.00000432
0.002297,-0.00004010
0.003297,0.00002202
0.004297,-0.00009570
0.005297,-0.00002007
0.006297,0.00003039
0.007297,-0.00003839
0.008297,0.00001007
0.009297,0.00003381
0.010297,0.00000065
0.011297,0.00002476
0.012297,-0.00001321
0.013297,-0.00000500
0.014297,-0.00000854
0.015297,-0.00000062
0.016297,-0.00000967
0.017297,0.00005604
0.018297,0.00003297
0.019297,-0.00005229
0.020297,0.00005538
0.021297,-0.00003105
0.022297,-0.00001240
0.023297,0.00001667
0.024297,0.00005876
0.025297,-0.00001305
0.026297,0.00001929
0.027297,-0.00001206
0.028297,0.00003163
0.029297,-0.00003164
0.030297,0.00000298
0.031297,0.00003661
0.032297,0.00001705
0.033297,-0.00000143
0.034297,0.00007520
0.035297,0.00002744
0.036297,-0.00002085
0.037297,0.00002036
0.038297,0.00001669
0.039297,0.00002916
0.040297,0.00000920
0.041297,0.00003286
0.042297,-0.00000262
0.043297,-0.00000094
0.044297,0.00000668
0.045297,-0.00002266
0.046297,-0.00001658
0.047297,0.00002259
0.048297,0.00002559
0.049297,-0.00006553
0.050297,0.00004524
0.051297,0.00005830
0.052297,0.00005889
0.053297,-0.00000705
0.054297,0.00008963
0.055297,0.00001349
0.056297,0.00004994
0.057297,0.00002850
0.058297,-0.00000288
0.059297,0.00005200
0.060297,0.00004357
0.061297,0.00005666
0.062297,0.00004062
0.063297,0.00003834
0.064297,0.00004626
0.065297,0.00010311
0.066297,0.00005534
0.067297,0.00005788
0.068297,0.00005529
0.069297,0.00000468
0.070297,0.00001727
0.071297,0.00006133
0.072297,0.00007229
0.073297,0.00006839
0.074297,0.00000049
0.075297,0.00003062
0.076297,0.00003568
0.077297,0.00006104
0.078297,0.00008578
0.079297,0.00004423
0.080297,0.00009742
0.081297,0.00002192
0.082297,0.00006425
0.007923,0.00002778
0.008923,0.00006044
0.009923,0.00005207
0.010923,0.00005612
0.011923,0.00006997
0.012923,0.00012204
0.013923,0.00007563
0.014923,0.00003171
0.015923,0.00009311
0.016923,0.00005011
0.017923,0.00006018
0.018923,0.00007707
0.019923,0.00003381
0.020923,0.00007418
0.021923,0.00009434
0.022923,0.00007140
0.023923,0.00006032
0.024923,0.00007717
0.025923,0.00003817
0.026923,0.00006645
0.027923,0.00010887
0.028923,0.00005262
0.029923,0.00007834
0.030923,0.00010354
0.031923,0.00007886
0.032923,0.00013156
0.033923,0.00005371
0.034923,0.00009395
0.035923,0.00004917
0.036923,0.00009073
0.037923,0.00009759
0.038923,0.00003411
0.039923,0.00006646
0.040923,0.00006914
0.041923,0.00006850
0.042923,0.00000376
0.043923,0.00006939
0.044923,0.00004449
0.045923,0.00003613
0.046923,0.00006886
0.047923,0.00007637
0.048923,0.00007075
0.049923,0.00007516
0.050923,0.00004152
0.051923,0.00007083
0.052923,0.00007866
0.053923,0.00003082
0.054923,0.00005053
0.055923,0.00002917
0.056923,0.00010471
0.057923,0.00003508
0.058923,0.00002625
0.059923,0.00005124
0.060923,0.00003226
0.061923,0.00006926
0.062923,0.00005217
0.063923,0.00012332
0.064923,0.00005475
0.065923,0.00002946
0.066923,0.00008548
0.067923,0.00007255
0.068923,-0.00001221
0.069923,0.00004185
0.070923,0.00006069
0.071923,0.00006207
0.072923,0.00004635
0.073923,0.00003293
0.074923,-0.00002649
0.075923,0.00001008
0.076923,-0.00006717
0.077923,-0.00000960
0.078923,0.00004676
